model_label,row_index,structured_score,structured_dim,baseline_score_100
Claude Sonnet 4,547,80,boring,76.804
Claude Sonnet 4,548,40,boring,32.537
Claude Sonnet 4,549,70,boring,57.309
Claude Sonnet 4,550,75,boring,72.244
Claude Sonnet 4,551,60,boring,33.919000000000004
Claude Sonnet 4,552,75,boring,84.377
Claude Sonnet 4,553,75,boring,45.256
Claude Sonnet 4,554,70,boring,49.725
Claude Sonnet 4,555,85,boring,53.230000000000004
Claude Sonnet 4,556,65,boring,44.467
Claude Sonnet 4,557,65,boring,86.52900000000001
Claude Sonnet 4,558,70,boring,30.259999999999998
Claude Sonnet 4,559,70,boring,74.491
Claude Sonnet 4,560,75,boring,59.846000000000004
Claude Sonnet 4,561,70,boring,39.742000000000004
Claude Sonnet 4,562,75,boring,60.685
Claude Sonnet 4,563,75,boring,56.944
Claude Sonnet 4,564,60,boring,58.19200000000001
Claude Sonnet 4,565,75,boring,66.29299999999999
Claude Sonnet 4,566,65,boring,33.131
Claude Sonnet 4,567,70,boring,73.20700000000001
Claude Sonnet 4,568,60,boring,27.253
Claude Sonnet 4,569,70,boring,84.875
Claude Sonnet 4,571,70,boring,27.921
Claude Sonnet 4,570,80,boring,55.811
Claude Sonnet 4,573,70,boring,40.653
Claude Sonnet 4,572,60,boring,48.61
Claude Sonnet 4,575,65,boring,72.306
Claude Sonnet 4,574,70,boring,61.266
Claude Sonnet 4,577,70,boring,36.091
Claude Sonnet 4,576,70,boring,79.154
Claude Sonnet 4,578,70,boring,23.217
Claude Sonnet 4,579,75,boring,27.271
Claude Sonnet 4,580,70,boring,76.909
Claude Sonnet 4,581,70,boring,17.076
Claude Sonnet 4,582,40,boring,33.884
Claude Sonnet 4,583,60,boring,31.934
Claude Sonnet 4,584,70,boring,43.46
Claude Sonnet 4,585,70,boring,65.42
Claude Sonnet 4,587,60,boring,61.65
Claude Sonnet 4,586,70,boring,34.636
Claude Sonnet 4,588,65,boring,43.064
Claude Sonnet 4,589,80,boring,67.521
Claude Sonnet 4,590,75,boring,75.655
Claude Sonnet 4,591,70,boring,19.036
Claude Sonnet 4,592,60,boring,79.608
Claude Sonnet 4,593,25,boring,49.196
Claude Sonnet 4,594,70,boring,36.987
Claude Sonnet 4,595,70,boring,46.63
Claude Sonnet 4,596,70,boring,61.071999999999996
Claude Sonnet 4,597,75,boring,92.538
Claude Sonnet 4,598,70,boring,83.85999999999999
Claude Sonnet 4,599,75,boring,49.488
Claude Sonnet 4,600,75,boring,33.892
Claude Sonnet 4,601,75,boring,49.488
Claude Sonnet 4,602,70,boring,63.736
Claude Sonnet 4,603,75,boring,65.729
Claude Sonnet 4,604,75,boring,62.236000000000004
Claude Sonnet 4,605,60,boring,25.796999999999997
Claude Sonnet 4,606,75,boring,32.333
Claude Sonnet 4,607,75,boring,56.364000000000004
Claude Sonnet 4,608,70,boring,57.413
Claude Sonnet 4,609,75,boring,37.49
Claude Sonnet 4,610,70,boring,20.557
Claude Sonnet 4,611,80,boring,48.179
Claude Sonnet 4,612,75,boring,32.527
Claude Sonnet 4,613,70,boring,32.965
Claude Sonnet 4,614,70,boring,75.081
Claude Sonnet 4,615,75,boring,67.509
Claude Sonnet 4,616,70,boring,58.861999999999995
Claude Sonnet 4,617,70,boring,63.524
Claude Sonnet 4,618,75,boring,87.932
Claude Sonnet 4,619,20,boring,56.653000000000006
Claude Sonnet 4,620,70,boring,21.661
Claude Sonnet 4,621,75,boring,44.581
Claude Sonnet 4,622,70,boring,15.854
Claude Sonnet 4,623,70,boring,77.761
Claude Sonnet 4,624,75,boring,77.014
Claude Sonnet 4,625,80,boring,86.579
Claude Sonnet 4,626,70,boring,51.025
Claude Sonnet 4,627,70,boring,46.315999999999995
Claude Sonnet 4,628,70,boring,84.974
Claude Sonnet 4,629,80,boring,62.706
Claude Sonnet 4,630,75,boring,43.097
Claude Sonnet 4,631,70,boring,43.531000000000006
Claude Sonnet 4,632,70,boring,56.947
Claude Sonnet 4,633,70,boring,46.872
Claude Sonnet 4,634,80,boring,31.524
Claude Sonnet 4,635,75,boring,88.679
Claude Sonnet 4,636,70,boring,60.271
Claude Sonnet 4,637,75,boring,90.595
Claude Sonnet 4,638,60,boring,58.111
Claude Sonnet 4,639,70,boring,48.45100000000001
Claude Sonnet 4,640,70,boring,63.312999999999995
Claude Sonnet 4,641,70,boring,15.364
Claude Sonnet 4,642,70,boring,46.147999999999996
Claude Sonnet 4,643,70,boring,39.359
Claude Sonnet 4,644,60,boring,44.81
Claude Sonnet 4,645,70,boring,47.183
Claude Sonnet 4,646,75,boring,80.029
Claude Sonnet 4,647,70,boring,45.431
Claude Sonnet 4,648,70,boring,53.471000000000004
Claude Sonnet 4,649,75,boring,59.524
Claude Sonnet 4,650,75,boring,72.067
Claude Sonnet 4,651,70,boring,19.653
Claude Sonnet 4,652,70,boring,83.859
Claude Sonnet 4,653,70,boring,21.511
Claude Sonnet 4,654,25,boring,97.849
Claude Sonnet 4,655,70,boring,52.828
Claude Sonnet 4,656,70,boring,39.052
Claude Sonnet 4,657,70,boring,45.797999999999995
Claude Sonnet 4,658,70,boring,42.096999999999994
Claude Sonnet 4,659,70,boring,46.489000000000004
Claude Sonnet 4,660,75,boring,70.36500000000001
Claude Sonnet 4,661,20,boring,26.726999999999997
Claude Sonnet 4,662,70,boring,35.499
Claude Sonnet 4,663,30,boring,44.056
Claude Sonnet 4,664,60,boring,53.575
Claude Sonnet 4,665,70,boring,72.95
Claude Sonnet 4,666,70,boring,79.897
Claude Sonnet 4,667,30,boring,69.455
Claude Sonnet 4,668,70,boring,63.857
Claude Sonnet 4,669,75,boring,16.424
Claude Sonnet 4,670,70,boring,48.07299999999999
Claude Sonnet 4,671,70,boring,75.118
Claude Sonnet 4,672,70,boring,40.76
Claude Sonnet 4,673,75,boring,73.678
Claude Sonnet 4,674,70,boring,33.836
Claude Sonnet 4,675,30,boring,45.491
Claude Sonnet 4,676,75,boring,48.988
Claude Sonnet 4,677,70,boring,51.705
Claude Sonnet 4,678,70,boring,63.647999999999996
Claude Sonnet 4,679,80,boring,57.925000000000004
Claude Sonnet 4,680,70,boring,49.32000000000001
Claude Sonnet 4,681,70,boring,67.70400000000001
Claude Sonnet 4,682,75,boring,83.34400000000001
Claude Sonnet 4,683,75,boring,42.252
Claude Sonnet 4,684,75,boring,39.255
Claude Sonnet 4,685,70,boring,24.668999999999997
Claude Sonnet 4,686,80,boring,39.107
Claude Sonnet 4,687,70,boring,66.32
Claude Sonnet 4,688,70,boring,64.157
Claude Sonnet 4,689,30,boring,75.538
Claude Sonnet 4,690,70,boring,90.977
Claude Sonnet 4,691,70,boring,93.32300000000001
Claude Sonnet 4,692,70,boring,23.637
Claude Sonnet 4,693,75,boring,64.231
Claude Sonnet 4,694,85,boring,81.35400000000001
Claude Sonnet 4,695,65,boring,60.068
Claude Sonnet 4,696,80,boring,96.442
Claude Sonnet 4,697,75,boring,38.674
Claude Sonnet 4,698,80,boring,51.444
Claude Sonnet 4,699,70,boring,45.538
Claude Sonnet 4,700,70,boring,52.96
Claude Sonnet 4,701,70,boring,78.384
Claude Sonnet 4,702,70,boring,46.135000000000005
Claude Sonnet 4,703,70,boring,40.753
Claude Sonnet 4,704,75,boring,91.259
Claude Sonnet 4,705,70,boring,50.186
Claude Sonnet 4,706,85,boring,84.695
Claude Sonnet 4,707,80,boring,86.809
Claude Sonnet 4,708,80,boring,77.83800000000001
Claude Sonnet 4,709,70,boring,61.61
Claude Sonnet 4,710,80,boring,72.531
Claude Sonnet 4,711,75,boring,75.80199999999999
Claude Sonnet 4,712,80,boring,62.268
Claude Sonnet 4,713,75,boring,83.60300000000001
Claude Sonnet 4,714,70,boring,67.786
Claude Sonnet 4,715,70,boring,48.185
Claude Sonnet 4,716,70,boring,51.345
Claude Sonnet 4,717,70,boring,39.364
Claude Sonnet 4,718,70,boring,36.65
Claude Sonnet 4,719,70,boring,39.262
Claude Sonnet 4,720,70,boring,86.627
Claude Sonnet 4,721,70,boring,48.875
Claude Sonnet 4,722,70,boring,53.638000000000005
Claude Sonnet 4,723,75,boring,19.038
Claude Sonnet 4,724,85,boring,83.25699999999999
Claude Sonnet 4,725,75,boring,81.90799999999999
Claude Sonnet 4,726,70,boring,21.973
Claude Sonnet 4,727,70,boring,80.46
Claude Sonnet 4,728,75,boring,90.566
Claude Sonnet 4,729,65,boring,16.843999999999998
Claude Sonnet 4,730,75,boring,67.318
Claude Sonnet 4,731,80,boring,48.57599999999999
Claude Sonnet 4,732,70,boring,88.01500000000001
Claude Sonnet 4,733,70,boring,86.355
Claude Sonnet 4,734,60,boring,29.219
Claude Sonnet 4,735,70,boring,61.215
Claude Sonnet 4,736,70,boring,24.331999999999997
Claude Sonnet 4,737,60,boring,90.964
Claude Sonnet 4,738,70,boring,65.19800000000001
Claude Sonnet 4,739,75,boring,58.269000000000005
Claude Sonnet 4,740,70,boring,46.193
Claude Sonnet 4,741,75,boring,30.185
Claude Sonnet 4,742,75,boring,72.36500000000001
Claude Sonnet 4,743,65,boring,44.80800000000001
Claude Sonnet 4,744,75,boring,39.59
Claude Sonnet 4,745,70,boring,41.688
Claude Sonnet 4,746,70,boring,90.248
Claude Sonnet 4,747,80,boring,84.21
Claude Sonnet 4,748,40,boring,55.965999999999994
Claude Sonnet 4,749,70,boring,73.217
Claude Sonnet 4,750,70,boring,71.111
Claude Sonnet 4,751,80,boring,66.578
Claude Sonnet 4,752,80,boring,57.20399999999999
Claude Sonnet 4,753,75,boring,28.695
Claude Sonnet 4,754,85,boring,51.752
Claude Sonnet 4,755,80,boring,45.346000000000004
Claude Sonnet 4,756,85,boring,69.094
Claude Sonnet 4,757,80,boring,56.201
Claude Sonnet 4,758,70,boring,72.713
Claude Sonnet 4,759,85,boring,62.863
Claude Sonnet 4,760,70,boring,22.302
Claude Sonnet 4,761,70,boring,46.782000000000004
Claude Sonnet 4,762,85,boring,58.951
Claude Sonnet 4,763,75,boring,58.531000000000006
Claude Sonnet 4,764,85,boring,84.17500000000001
Claude Sonnet 4,765,75,boring,60.717999999999996
Claude Sonnet 4,766,70,boring,16.042
Claude Sonnet 4,767,65,boring,14.916
Claude Sonnet 4,768,75,boring,65.107
Claude Sonnet 4,769,70,boring,86.623
Claude Sonnet 4,770,70,boring,44.916
Claude Sonnet 4,771,70,boring,28.353
Claude Sonnet 4,772,70,boring,43.819
Claude Sonnet 4,773,80,boring,68.078
Claude Sonnet 4,774,80,boring,50.751999999999995
Claude Sonnet 4,775,70,boring,41.856
Claude Sonnet 4,776,75,boring,68.35
Claude Sonnet 4,777,70,boring,50.281000000000006
Claude Sonnet 4,778,70,boring,75.549
Claude Sonnet 4,779,70,boring,29.348
Claude Sonnet 4,780,70,boring,51.8
Claude Sonnet 4,781,60,boring,65.208
Claude Sonnet 4,782,70,boring,93.519
Claude Sonnet 4,783,65,boring,31.423000000000002
Claude Sonnet 4,784,70,boring,19.073999999999998
Claude Sonnet 4,785,80,boring,83.196
Claude Sonnet 4,786,75,boring,50.965999999999994
Claude Sonnet 4,787,70,boring,23.424999999999997
Claude Sonnet 4,788,80,boring,64.205
Claude Sonnet 4,789,70,boring,42.641
Claude Sonnet 4,790,65,boring,26.753999999999998
Claude Sonnet 4,791,75,boring,64.215
Claude Sonnet 4,792,75,boring,73.725
Claude Sonnet 4,793,80,boring,84.523
Claude Sonnet 4,794,75,boring,92.303
Claude Sonnet 4,795,65,boring,51.620999999999995
Claude Sonnet 4,796,75,boring,39.806
Claude Sonnet 4,797,75,boring,81.905
Claude Sonnet 4,798,60,boring,22.229
Claude Sonnet 4,799,75,boring,85.55
Claude Sonnet 4,800,75,boring,63.632
Claude Sonnet 4,801,80,boring,68.739
Claude Sonnet 4,802,40,boring,85.90199999999999
Claude Sonnet 4,803,75,boring,50.11
Claude Sonnet 4,804,70,boring,48.765
Claude Sonnet 4,805,40,boring,19.388
Claude Sonnet 4,806,70,boring,32.24
Claude Sonnet 4,807,80,boring,12.491000000000001
Claude Sonnet 4,808,75,boring,48.855000000000004
Claude Sonnet 4,809,75,boring,84.42999999999999
Claude Sonnet 4,810,70,boring,41.965
Claude Sonnet 4,811,70,boring,32.7
Claude Sonnet 4,812,80,boring,70.30199999999999
Claude Sonnet 4,813,75,boring,48.620000000000005
Claude Sonnet 4,814,70,boring,86.339
Claude Sonnet 4,815,75,boring,92.22
Claude Sonnet 4,816,70,boring,41.803999999999995
Claude Sonnet 4,817,80,boring,74.557
Claude Sonnet 4,818,75,boring,58.144999999999996
Claude Sonnet 4,819,70,boring,43.236999999999995
Claude Sonnet 4,820,70,boring,28.128
Claude Sonnet 4,821,70,boring,84.264
Claude Sonnet 4,822,60,boring,21.311
Claude Sonnet 4,823,70,boring,61.571999999999996
Claude Sonnet 4,824,70,boring,60.851
Claude Sonnet 4,825,65,boring,8.621
Claude Sonnet 4,826,70,boring,24.811999999999998
Claude Sonnet 4,827,70,boring,59.095000000000006
Claude Sonnet 4,828,70,boring,45.03
Claude Sonnet 4,829,70,boring,64.551
Claude Sonnet 4,830,70,boring,23.24
Claude Sonnet 4,831,70,boring,44.039
Claude Sonnet 4,832,75,boring,54.009
Claude Sonnet 4,833,70,boring,19.988
Claude Sonnet 4,834,85,boring,81.03
Claude Sonnet 4,835,60,boring,66.064
Claude Sonnet 4,836,70,boring,91.684
Claude Sonnet 4,837,70,boring,55.162000000000006
Claude Sonnet 4,838,70,boring,67.141
Claude Sonnet 4,839,70,boring,74.963
Claude Sonnet 4,840,70,boring,17.299
Claude Sonnet 4,841,70,boring,62.669
Claude Sonnet 4,842,65,boring,56.374
Claude Sonnet 4,843,75,boring,75.032
Claude Sonnet 4,844,80,boring,78.339
Claude Sonnet 4,845,70,boring,73.527
Claude Sonnet 4,846,75,boring,73.775
Claude Sonnet 4,847,75,boring,62.096999999999994
Claude Sonnet 4,848,65,boring,37.458999999999996
Claude Sonnet 4,849,70,boring,62.265
Claude Sonnet 4,850,70,boring,29.729999999999997
Claude Sonnet 4,851,80,boring,52.733
Claude Sonnet 4,852,80,boring,92.024
Claude Sonnet 4,853,75,boring,67.033
Claude Sonnet 4,854,70,boring,22.889
Claude Sonnet 4,855,70,boring,46.661
Claude Sonnet 4,856,80,boring,11.876
Claude Sonnet 4,857,70,boring,36.9
Claude Sonnet 4,858,75,boring,50.291
Claude Sonnet 4,859,75,boring,58.326
Claude Sonnet 4,860,70,boring,52.297000000000004
Claude Sonnet 4,861,65,boring,56.0
Claude Sonnet 4,862,60,boring,67.519
Claude Sonnet 4,863,70,boring,56.917
Claude Sonnet 4,864,65,boring,32.281
Claude Sonnet 4,865,70,boring,17.864
Claude Sonnet 4,866,80,boring,79.212
Claude Sonnet 4,867,65,boring,50.007000000000005
Claude Sonnet 4,868,70,boring,79.569
Claude Sonnet 4,869,70,boring,35.913
Claude Sonnet 4,870,70,boring,56.843
Claude Sonnet 4,871,80,boring,70.166
Claude Sonnet 4,872,70,boring,52.397999999999996
Claude Sonnet 4,873,70,boring,34.704
Claude Sonnet 4,874,70,boring,67.694
Claude Sonnet 4,875,70,boring,42.0
Claude Sonnet 4,876,70,boring,35.172
Claude Sonnet 4,877,70,boring,59.483
Claude Sonnet 4,878,80,boring,64.37
Claude Sonnet 4,879,70,boring,30.823
Claude Sonnet 4,880,70,boring,59.337
Claude Sonnet 4,881,70,boring,60.096999999999994
Claude Sonnet 4,882,70,boring,40.949
Claude Sonnet 4,883,70,boring,72.48400000000001
Claude Sonnet 4,884,70,boring,53.29
Claude Sonnet 4,885,75,boring,84.54499999999999
Claude Sonnet 4,886,70,boring,27.133
Claude Sonnet 4,887,65,boring,77.402
Claude Sonnet 4,888,85,boring,19.524
Claude Sonnet 4,889,70,boring,38.025000000000006
Claude Sonnet 4,890,85,boring,96.71300000000001
Claude Sonnet 4,891,65,boring,21.756
Claude Sonnet 4,892,40,boring,44.437
Claude Sonnet 4,893,70,boring,46.902
Claude Sonnet 4,894,40,boring,47.727000000000004
Claude Sonnet 4,895,70,boring,51.082
Claude Sonnet 4,896,85,boring,56.812
Claude Sonnet 4,897,80,boring,88.879
Claude Sonnet 4,898,70,boring,57.56
Claude Sonnet 4,899,80,boring,91.877
Claude Sonnet 4,900,80,boring,61.567
Claude Sonnet 4,901,80,boring,79.2
Claude Sonnet 4,902,80,boring,60.199999999999996
Claude Sonnet 4,903,80,boring,94.002
Claude Sonnet 4,904,85,boring,77.0
Claude Sonnet 4,905,80,boring,39.186
Claude Sonnet 4,906,80,boring,91.27000000000001
Claude Sonnet 4,907,85,boring,70.64
Claude Sonnet 4,908,75,boring,61.241
Claude Sonnet 4,909,70,boring,92.822
Claude Sonnet 4,910,80,boring,34.822
Claude Sonnet 4,911,75,boring,51.31
Claude Sonnet 4,912,70,boring,80.63499999999999
Claude Sonnet 4,913,80,boring,89.51700000000001
Claude Sonnet 4,914,75,boring,54.51
Claude Sonnet 4,915,80,boring,73.60000000000001
Claude Sonnet 4,916,80,boring,84.007
Claude Sonnet 4,917,80,boring,59.57900000000001
Claude Sonnet 4,918,70,boring,73.821
Claude Sonnet 4,919,70,boring,82.94
Claude Sonnet 4,920,70,boring,51.147
Claude Sonnet 4,921,60,boring,39.646
Claude Sonnet 4,922,75,boring,37.778
Claude Sonnet 4,923,75,boring,69.236
Claude Sonnet 4,924,60,boring,22.925
Claude Sonnet 4,925,75,boring,51.708
Claude Sonnet 4,926,70,boring,69.94200000000001
Claude Sonnet 4,927,65,boring,39.038
Claude Sonnet 4,928,70,boring,73.155
Claude Sonnet 4,929,70,boring,54.892
Claude Sonnet 4,930,25,boring,20.055
Claude Sonnet 4,931,70,boring,81.44999999999999
Claude Sonnet 4,932,85,boring,85.428
Claude Sonnet 4,933,75,boring,67.797
Claude Sonnet 4,934,85,boring,83.909
Claude Sonnet 4,935,70,boring,55.05
Claude Sonnet 4,936,70,boring,66.461
Claude Sonnet 4,937,75,boring,47.511
Claude Sonnet 4,938,70,boring,38.768
Claude Sonnet 4,939,85,boring,86.383
Claude Sonnet 4,940,70,boring,70.613
Claude Sonnet 4,941,80,boring,26.427999999999997
Claude Sonnet 4,942,70,boring,41.586
Claude Sonnet 4,943,65,boring,44.454
Claude Sonnet 4,944,70,boring,33.239999999999995
Claude Sonnet 4,945,70,boring,38.626999999999995
Claude Sonnet 4,946,70,boring,55.151
Claude Sonnet 4,947,70,boring,76.902
Claude Sonnet 4,948,80,boring,87.13900000000001
Claude Sonnet 4,949,70,boring,66.26599999999999
Claude Sonnet 4,950,70,boring,45.096
Claude Sonnet 4,951,25,boring,12.427999999999999
Claude Sonnet 4,952,70,boring,41.069
Claude Sonnet 4,953,70,boring,77.353
Claude Sonnet 4,954,75,boring,75.348
Claude Sonnet 4,955,75,boring,34.628
Claude Sonnet 4,956,70,boring,58.476
Claude Sonnet 4,957,70,boring,84.28399999999999
Claude Sonnet 4,958,70,boring,70.596
Claude Sonnet 4,959,70,boring,62.047
Claude Sonnet 4,960,65,boring,29.860000000000003
Claude Sonnet 4,961,70,boring,53.004
Claude Sonnet 4,962,75,boring,60.647000000000006
Claude Sonnet 4,963,70,boring,34.801
Claude Sonnet 4,964,70,boring,43.486000000000004
Claude Sonnet 4,965,70,boring,94.60000000000001
Claude Sonnet 4,966,75,boring,83.382
Claude Sonnet 4,967,70,boring,74.11
Claude Sonnet 4,968,80,boring,73.033
Claude Sonnet 4,969,80,boring,84.523
Claude Sonnet 4,970,75,boring,80.529
Claude Sonnet 4,971,75,boring,85.898
Claude Sonnet 4,972,80,boring,83.321
Claude Sonnet 4,973,70,boring,69.618
Claude Sonnet 4,974,60,boring,22.272
Claude Sonnet 4,975,70,boring,74.593
Claude Sonnet 4,976,70,boring,28.334000000000003
Claude Sonnet 4,977,70,boring,71.091
Claude Sonnet 4,978,75,boring,89.68400000000001
Claude Sonnet 4,979,70,boring,66.128
Claude Sonnet 4,980,70,boring,15.893999999999998
Claude Sonnet 4,981,60,boring,93.401
Claude Sonnet 4,982,70,boring,40.948
Claude Sonnet 4,983,70,boring,37.495
Claude Sonnet 4,984,70,boring,64.864
Claude Sonnet 4,985,70,boring,71.685
Claude Sonnet 4,986,60,boring,72.848
Claude Sonnet 4,987,75,boring,71.72
Claude Sonnet 4,988,75,boring,40.381
Claude Sonnet 4,989,70,boring,86.36200000000001
Claude Sonnet 4,990,70,boring,35.239
Claude Sonnet 4,991,75,boring,40.265
Claude Sonnet 4,992,70,boring,81.838
Claude Sonnet 4,993,70,boring,60.095
Claude Sonnet 4,994,75,boring,65.862
Claude Sonnet 4,995,75,boring,59.005
Claude Sonnet 4,996,70,boring,29.742
Claude Sonnet 4,997,70,boring,44.158
Claude Sonnet 4,998,70,boring,38.57
Claude Sonnet 4,999,70,boring,66.612
Claude Sonnet 4,1000,70,boring,40.647999999999996
Claude Sonnet 4,1001,80,boring,51.116
Claude Sonnet 4,1002,75,boring,60.275999999999996
Claude Sonnet 4,1003,75,boring,47.235
Claude Sonnet 4,1004,70,boring,50.138
Claude Sonnet 4,1005,70,boring,63.967
Claude Sonnet 4,1006,75,boring,67.912
Claude Sonnet 4,1007,30,boring,43.554
Claude Sonnet 4,1008,75,boring,58.098
Claude Sonnet 4,1009,70,boring,88.07900000000001
Claude Sonnet 4,1010,70,boring,83.495
Claude Sonnet 4,1011,75,boring,70.219
Claude Sonnet 4,1012,70,boring,69.352
Claude Sonnet 4,1013,80,boring,52.946
Claude Sonnet 4,1014,75,boring,54.68899999999999
Claude Sonnet 4,1015,75,boring,87.93799999999999
Claude Sonnet 4,1016,70,boring,42.426
Claude Sonnet 4,1017,70,boring,31.985
Claude Sonnet 4,1018,75,boring,93.064
Claude Sonnet 4,1019,60,boring,84.32000000000001
Claude Sonnet 4,1020,70,boring,63.864999999999995
Claude Sonnet 4,1021,70,boring,34.236
Claude Sonnet 4,1022,70,boring,64.66300000000001
Claude Sonnet 4,1023,70,boring,37.926
Claude Sonnet 4,1025,60,boring,60.198
Claude Sonnet 4,1024,70,boring,75.36800000000001
Claude Sonnet 4,1026,70,boring,42.18
Claude Sonnet 4,1027,70,boring,27.284000000000002
Claude Sonnet 4,1028,70,boring,37.91
Claude Sonnet 4,1029,75,boring,57.233999999999995
Claude Sonnet 4,1030,70,boring,51.257000000000005
Claude Sonnet 4,1031,75,boring,17.098
Claude Sonnet 4,1032,75,boring,46.752
Claude Sonnet 4,1033,75,boring,77.168
Claude Sonnet 4,1034,70,boring,65.328
Claude Sonnet 4,1035,70,boring,45.319
Claude Sonnet 4,1036,75,boring,45.682
Claude Sonnet 4,1037,70,boring,52.504999999999995
Claude Sonnet 4,1038,70,boring,55.416999999999994
Claude Sonnet 4,1039,75,boring,57.222
Claude Sonnet 4,1040,75,boring,61.458000000000006
Claude Sonnet 4,1041,30,boring,49.681
Claude Sonnet 4,1042,70,boring,78.334
Claude Sonnet 4,1043,70,boring,75.484
Claude Sonnet 4,1044,70,boring,54.664
Claude Sonnet 4,1045,80,boring,37.664
Claude Sonnet 4,1046,70,boring,67.305
Claude Sonnet 4,1047,75,boring,50.572
Claude Sonnet 4,1048,70,boring,53.686
Claude Sonnet 4,1049,70,boring,59.212999999999994
Claude Sonnet 4,1050,70,boring,80.791
Claude Sonnet 4,1051,60,boring,31.796000000000003
Claude Sonnet 4,1052,70,boring,67.178
Claude Sonnet 4,1053,65,boring,33.321
Claude Sonnet 4,1054,70,boring,34.72
Claude Sonnet 4,1055,70,boring,64.634
Claude Sonnet 4,1056,70,boring,34.943
Claude Sonnet 4,1057,70,boring,62.619
Claude Sonnet 4,1058,70,boring,89.06599999999999
Claude Sonnet 4,1059,20,boring,33.727000000000004
Claude Sonnet 4,1060,70,boring,72.821
Claude Sonnet 4,1061,70,boring,32.443
Claude Sonnet 4,1062,75,boring,22.156
Claude Sonnet 4,1063,15,boring,82.172
Claude Sonnet 4,1064,75,boring,64.46
Claude Sonnet 4,1065,70,boring,66.04
Claude Sonnet 4,1066,70,boring,32.037
Claude Sonnet 4,1067,70,boring,47.833
Claude Sonnet 4,1068,75,boring,76.051
Claude Sonnet 4,1069,70,boring,68.79599999999999
Claude Sonnet 4,1070,15,boring,80.87899999999999
Claude Sonnet 4,1071,60,boring,43.111
Claude Sonnet 4,1072,40,boring,35.555
Claude Sonnet 4,1073,80,boring,76.088
Claude Sonnet 4,1074,70,boring,95.01400000000001
Claude Sonnet 4,1075,70,boring,75.375
Claude Sonnet 4,1076,70,boring,51.669
Claude Sonnet 4,1077,70,boring,51.09
Claude Sonnet 4,1078,70,boring,64.997
Claude Sonnet 4,1079,70,boring,36.375
Claude Sonnet 4,1080,70,boring,44.572
Claude Sonnet 4,1081,75,boring,87.628
Claude Sonnet 4,1082,80,boring,71.497
Claude Sonnet 4,1083,80,boring,70.61200000000001
Claude Sonnet 4,1084,75,boring,65.529
Claude Sonnet 4,1085,75,boring,62.579
Claude Sonnet 4,1086,75,boring,70.51
Claude Sonnet 4,1087,70,boring,69.932
Claude Sonnet 4,1088,85,boring,76.997
Claude Sonnet 4,1089,75,boring,42.111000000000004
Claude Sonnet 4,1090,75,boring,71.137
Claude Sonnet 4,1091,75,boring,68.703
Claude Sonnet 4,1092,70,boring,81.33699999999999
Claude Sonnet 4,1093,75,boring,47.958999999999996
Claude Sonnet 4,1094,75,boring,38.586999999999996
Claude Sonnet 4,1095,70,boring,80.09100000000001
Claude Sonnet 4,1096,85,boring,79.602
Claude Sonnet 4,1097,70,boring,38.738
Claude Sonnet 4,1098,80,boring,52.914
Claude Sonnet 4,1099,70,boring,83.53099999999999
Claude Sonnet 4,1100,80,boring,77.236
Claude Sonnet 4,1101,70,boring,59.113
Claude Sonnet 4,1102,65,boring,38.669
Claude Sonnet 4,1103,70,boring,59.924
Claude Sonnet 4,1104,75,boring,61.285
Claude Sonnet 4,1105,70,boring,64.014
Claude Sonnet 4,1106,70,boring,45.739000000000004
Claude Sonnet 4,1107,85,boring,84.62199999999999
Claude Sonnet 4,1108,70,boring,65.70400000000001
Claude Sonnet 4,1109,75,boring,66.036
Claude Sonnet 4,1110,70,boring,85.094
Claude Sonnet 4,1111,70,boring,73.767
Claude Sonnet 4,1112,70,boring,64.996
Claude Sonnet 4,1113,65,boring,30.163000000000004
Claude Sonnet 4,1114,60,boring,80.175
Claude Sonnet 4,1115,80,boring,61.022999999999996
Claude Sonnet 4,1116,70,boring,77.753
Claude Sonnet 4,1117,70,boring,43.708999999999996
Claude Sonnet 4,1118,80,boring,73.405
Claude Sonnet 4,1119,70,boring,79.45400000000001
Claude Sonnet 4,1120,70,boring,39.727000000000004
Claude Sonnet 4,1121,70,boring,79.533
Claude Sonnet 4,1122,75,boring,77.627
Claude Sonnet 4,1123,75,boring,57.149
Claude Sonnet 4,1124,70,boring,33.121
Claude Sonnet 4,1125,75,boring,91.27700000000002
Claude Sonnet 4,1126,75,boring,90.907
Claude Sonnet 4,1127,70,boring,54.156000000000006
Claude Sonnet 4,1128,70,boring,76.91
Claude Sonnet 4,1129,75,boring,86.393
Claude Sonnet 4,1130,70,boring,73.943
Claude Sonnet 4,1131,75,boring,80.13199999999999
Claude Sonnet 4,1132,70,boring,93.25
Claude Sonnet 4,1133,80,boring,89.307
Claude Sonnet 4,1134,80,boring,75.062
Claude Sonnet 4,1135,75,boring,60.146
Claude Sonnet 4,1136,70,boring,47.509
Claude Sonnet 4,1137,80,boring,72.346
Claude Sonnet 4,1138,80,boring,61.816
Claude Sonnet 4,1139,75,boring,80.232
Claude Sonnet 4,1140,80,boring,75.655
Claude Sonnet 4,1141,75,boring,73.76299999999999
Claude Sonnet 4,1142,70,boring,91.232
Claude Sonnet 4,1143,70,boring,54.63
Claude Sonnet 4,1144,85,boring,70.984
Claude Sonnet 4,1145,75,boring,91.339
Claude Sonnet 4,1146,70,boring,31.734
